component,scenario,shots,gamma,confidence_margin_S,membrane_signal_total,positive_sampled_steps,max_chsh_hat,a_pass_dev_pct,b_leak_dev_pct,d_pass_dev_pct,release_dev_pct,quality_dev_pct,matched_replay_release_diff,effect,false_positive
membrane_decision,contaminated_stress_membrane,8192,0.5,0.187366586084,0.0,0,1.4580078125,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE
membrane_decision,contaminated_stress_membrane,8192,0.25,0.187366586084,0.0,0,2.16455078125,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE
membrane_decision,contaminated_stress_membrane,8192,0.0,0.187366586084,529.791578916197,715,2.853515625,16.727333,-15.806164,-59.525184,16.727333,0.426219,0.0,TRUE,FALSE
membrane_decision,contaminated_stress_membrane,4096,1.0,0.264976160796,0.0,0,0.09130859375,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE
membrane_decision,contaminated_stress_membrane,4096,0.75,0.264976160796,0.0,0,0.81591796875,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE
membrane_decision,contaminated_stress_membrane,4096,0.5,0.264976160796,0.0,0,1.5185546875,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE
membrane_decision,contaminated_stress_membrane,4096,0.25,0.264976160796,0.0,0,2.1845703125,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE
membrane_decision,contaminated_stress_membrane,4096,0.0,0.264976160796,465.390599619799,712,2.88134765625,11.452556,-13.205751,-52.394534,11.452556,0.335471,0.0,TRUE,FALSE
membrane_decision,contaminated_stress_membrane,2048,1.0,0.374733172169,0.0,0,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE
membrane_decision,contaminated_stress_membrane,2048,0.75,0.374733172169,0.0,0,0.830078125,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE
membrane_decision,contaminated_stress_membrane,2048,0.5,0.374733172169,0.0,0,1.58203125,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE
membrane_decision,contaminated_stress_membrane,2048,0.25,0.374733172169,0.0,0,2.21875,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE
membrane_decision,contaminated_stress_membrane,2048,0.0,0.374733172169,374.035329757819,705,2.89453125,6.411884,-9.167451,-42.019874,6.411884,0.211538,0.0,TRUE,FALSE
membrane_decision,contaminated_stress_membrane,1024,1.0,0.529952321591,0.0,0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE
membrane_decision,contaminated_stress_membrane,1024,0.75,0.529952321591,0.0,0,0.96875,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE
membrane_decision,contaminated_stress_membrane,1024,0.5,0.529952321591,0.0,0,1.6484375,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE
membrane_decision,contaminated_stress_membrane,1024,0.25,0.529952321591,0.0,0,2.28125,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE
membrane_decision,contaminated_stress_membrane,1024,0.0,0.529952321591,243.510611282209,695,3.0,2.664585,-4.666109,-27.397852,2.664585,0.087572,0.0,TRUE,FALSE
membrane_decision,contaminated_stress_membrane,512,1.0,0.749466344338,0.0,0,0.296875,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE
membrane_decision,contaminated_stress_membrane,512,0.75,0.749466344338,0.0,0,1.078125,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE
membrane_decision,contaminated_stress_membrane,512,0.5,0.749466344338,0.0,0,1.859375,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE
membrane_decision,contaminated_stress_membrane,512,0.25,0.749466344338,0.0,0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE
membrane_decision,contaminated_stress_membrane,512,0.0,0.749466344338,65.564921433121,595,3.078125,0.212657,-0.434749,-7.371666,0.212657,0.003548,0.0,TRUE,FALSE
