phase,t_start,t_end,note,source_A_total,A_in_total,B_in_total,P_generated,P_release,quality_weighted_release,P_overflow,release_fraction,overflow_fraction,mean_reservoir,max_reservoir,mean_fill_fraction,max_fill_fraction,mean_backpressure,min_backpressure,mean_integrity,final_integrity,mean_quality,min_quality,final_terrain,mean_road_boost,source_cv,release_cv,smoothing_ratio,quality_damage_index,stability_window
clean_finite_reactor,0,199,Clean finite-capacity baseline with mild terrain-fed supply.,494.044440346812,36.273067998775,0.147705536752,36.109528122242,28.989639156869,26.954639105699,0.0,0.802825200538,0.0,5.65297963559,7.636164093381,0.070217252385,0.095452051167,0.947337060712,0.928410961625,0.970557773971,0.94164078679,0.93691740914,0.914889804733,0.600829862683,1.235988239803,0.181085062898,0.32332234528,1.785472188155,0.06308259086,0.909332475009
leaky_contamination,200,399,B contaminant leaks through the membrane and degrades product quality while throughput can continue.,507.093928860849,34.695076300043,5.715118093072,34.086005936278,35.037258910329,10.864409949269,0.0,1.027907434353,0.0,6.832265487514,7.733180217912,0.085462771905,0.096664752724,0.935902921071,0.927501435457,0.912896803648,0.884665602951,0.304214271595,0.217342238747,0.185719625945,1.255522036035,0.191776797442,0.072264216252,0.376814175849,0.695785728405,0.277716236163
storage_pressure,400,599,Low release and smaller capacity create reservoir saturation and upstream backpressure.,857.04842233671,10.792494969099,3.671565790134,10.457737424902,2.48482450711,0.662931690777,0.0,0.237606320174,0.0,12.411698413016,14.141548909113,0.68732410269,0.785492139744,0.175211076772,0.057409432307,0.856603303381,0.829041625263,0.263680839906,0.218128996316,0.023381422997,1.061599617518,0.181323050133,0.164405195743,0.906697712818,0.736319160094,0.225869878502
stress_collapse,600,799,D stress damages membrane integrity without stabilizer input.,616.790231189457,0.67121207847,0.742185057146,1.773141956292,2.785647278677,1.369839209942,0.0,1.571023271555,0.0,13.914308156992,14.188704974865,0.773298371311,0.788261387492,0.072041954426,0.054086335009,0.25248914141,0.0,0.495079826116,0.288349545631,0.033045266013,1.023592641579,0.175116483244,0.022692807087,0.129586927155,0.504920173884,0.125002280226
stabilizer_rescue,800,999,External C stabilizer partially restores membrane integrity under the same stress load.,493.1571344,17.752128350372,0.170490824667,17.672092342271,24.808684566647,21.303883011695,0.0,1.403834027389,0.0,6.078127718829,12.869690066051,0.076422633499,0.164113044834,0.942683024875,0.876915216374,0.461041258303,0.67155969643,0.865465811874,0.786376074517,0.377721186873,1.23475362344,0.18835878974,0.297860842863,1.581348243384,0.134534188126,0.399015446924
